"Household Name","Donation ID","Account ID","Shopping Cart ID","Campaign ID","Donation Amount","Donation Date","Account Type","Donation Type","Individual Type","Tribute Type","Donation Status","Payment Status","Full Name (F)","Company Name","City","Address Line 1","State/Province","Zip Code","Campaign Name","Purpose","Fund","Tender Type","Tribute Full Name (F)","DAFpay Advisor Account ID","DAFpay Advisor Account Name","DAFpay Grant ID","DAFpay Note","DAFpay Status","Deceased","Do Not Contact",
"","4458","39180","15385","25","200.00","05/21/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Alan Watkins","Alan's Hairstyling","Cambridge","55 E. Main St.","NY","12816","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","Yes",
"","5242","39992","19364","35","250.00","05/20/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","CPT. Maxon Post #634 ","American Legion","Cambridge","PO Box 84","NY","12816","Corporate Misc.Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","Yes",
"","2538","36670","7661","12","1000.00","07/03/2011","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Amsure Insurance Agency","","","","","Corp Fund Drive-2011-2012","","Playbill Ad","Check","","","","","","","No","No",
"","3033","36670","8156","13","1000.00","07/12/2012","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Amsure Insurance Agency","","","","","Corp Fund Drive-2012-2013","","Playbill Ad","Check","","","","","","","No","No",
"","3223","36670","8346","","100.00","02/19/2013","Company","DONATION","","Memory","SUCCEEDED","SUCCEEDED","Marcus Maringola","Amsure Insurance Agency","Saratoga Springs","31 Church Street","NY","12866","","","In Memory of..","Check","Gordon Ashton","","","","","","No","No",
"","9692","36670","37832","99","1000.00","12/15/2022","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Robert Ward","Amsure Insurance Agency","Saratoga Springs","31 Church Street","NY","12866","Corp Fund Drive-2022-2023","","","Check","","","","","","","No","No",
"","4417","36670","15221","25","800.00","05/06/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Marcus Maringola","Amsure Insurance Agency","Saratoga Springs","31 Church Street","NY","12866","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","4264","36670","14299","18","500.00","05/19/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Amsure Insurance Agency","","","","","Corp Fund Drive-2014-2015","","Playbill Ad","Check","","","","","","","No","No",
"","5284","36670","19541","32","850.00","06/01/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Marcus Maringola","Amsure Insurance Agency","Saratoga Springs","31 Church Street","NY","12866","Corp Fund Drive-2016-2017","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","3727","36670","11030","14","1000.00","05/02/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Marcus Maringola","Amsure Insurance Agency","Saratoga Springs","31 Church Street","NY","12866","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","No",
"","9031","36670","35889","67","1000.00","12/21/2021","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Robert Ward","Amsure Insurance Agency","Saratoga Springs","31 Church Street","NY","12866","Corp Fund Drive-2021-2022","","","Check","","","","","","","No","No",
"","6448","36670","24993","38","1200.00","04/11/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Marcus Maringola","Amsure Insurance Agency","Saratoga Springs","31 Church Street","NY","12866","Corp Fund Drive-2017-2018","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","10650","44749","41166","45","1000.00","07/16/2024","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Christy Pennoyer","Apple Hill Fund/William C. Bullitt Foundation","New York","420 Lexington Ave","NY","10170","Foundation","","","Check","","","","","","","No","No",
"","11431","44749","43610","45","2000.00","07/03/2025","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Christy Pennoyer","Apple Hill Fund/William C. Bullitt Foundation","New York","420 Lexington Ave","NY","10170","Foundation","","","Direct Deposit","","","","","","","No","No",
"","7769","44749","32092","59","1000.00","09/03/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Christy Pennoyer","Apple Hill Fund/William C. Bullitt Foundation","New York","420 Lexington Ave","NY","10170","Capital Campaign Match - 2019","Restrooms","Building Fund","Check","","","","","","","No","No",
"","10071","44749","39358","45","1000.00","08/14/2023","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Christy Pennoyer","Apple Hill Fund/William C. Bullitt Foundation","New York","420 Lexington Ave","NY","10170","Foundation","","","Check","","","","","","","No","No",
"","8788","44749","35233","45","1000.00","08/06/2021","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Christy Pennoyer","Apple Hill Fund/William C. Bullitt Foundation","New York","420 Lexington Ave","NY","10170","Foundation","","","Check","","","","","","","No","No",
"","6778","39475","26800","51","150.00","04/06/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Christopher Castrio","Argyle Brewing Company, LLC","Argyle","19 Main St.","NY","12809","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","6146","39475","23662","38","150.00","07/14/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Christopher Castrio","Argyle Brewing Company, LLC","Argyle","19 Main St.","NY","12809","Corp Fund Drive-2017-2018","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","4713","39475","16742","25","100.00","09/08/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Christopher Castrio","Argyle Brewing Company, LLC","Argyle","19 Main St.","NY","12809","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","4180","36310","14182","35","500.00","01/30/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","Corporate Misc.Donation","ReUnion 2014","Corporate/Organization","Check","","","","","","","No","No",
"","6033","36310","23271","38","450.00","05/12/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","Corp Fund Drive-2017-2018","","Playbill Ad","Check","","","","","","","No","No",
"","7505","36310","30784","56","500.00","05/24/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","7031","36310","28654","35","325.00","10/19/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","Corporate Misc.Donation","Opera","Sponsorship","Check","","","","","","","No","No",
"","4398","36310","15151","25","400.00","04/29/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","Corp Fund Drive-2015-2016","","Playbill Ad","Check","","","","","","","No","No",
"","3713","36310","11016","14","500.00","06/11/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Arrow Bank","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","No",
"","6979","36310","28330","21","100.00","08/15/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","Riser Fund Drive","Equipment","Corporate/Organization","Check","","","","","","","No","No",
"","3229","36310","8352","","100.00","02/28/2013","Company","DONATION","","Memory","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","","","In Memory of..","Check","Gordon Ashton","","","","","","No","No",
"","5333","36310","19692","32","450.00","06/08/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","Corp Fund Drive-2016-2017","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","5332","36310","19691","35","250.00","06/08/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","Corporate Misc.Donation","Cambridge 150th Art Banners","Main St Art Project","Check","","","","","","","No","No",
"","2539","36310","7662","12","500.00","07/18/2011","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Arrow Bank","","","","","Corp Fund Drive-2011-2012","","Playbill Ad","Check","","","","","","","No","No",
"","4530","36310","15705","24","95.00","06/18/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Suzanna M Bernd","Arrow Bank","Glens Falls","250 Glen Street","NY","12801","Community Garden","","Corporate/Organization","Check","","","","","","","No","No",
"","6986","38045","28337","51","450.00","04/24/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Beth Moeller","Arts Spark ","Saratoga Springs","C/O Interactive Media Consulting, LLC","NY","12866","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Other","","","","","","","No","Yes",
"","7808","38045","32306","56","250.00","10/15/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Beth Moeller","Arts Spark ","Saratoga Springs","C/O Interactive Media Consulting, LLC","NY","12866","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","Yes",
"","3655","38045","10950","14","400.00","08/17/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Arts Spark ","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","Yes",
"","6636","38045","26120","38","250.00","04/26/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Beth Moeller","Arts Spark ","Saratoga Springs","C/O Interactive Media Consulting, LLC","NY","12866","Corp Fund Drive-2017-2018","Advertising Sponsor","Playbill Ad","Other","","","","","","","No","Yes",
"","5039","38045","18196","25","400.00","06/05/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Beth Moeller","Arts Spark ","Saratoga Springs","C/O Interactive Media Consulting, LLC","NY","12866","Corp Fund Drive-2015-2016","Advertising Sponsor","Playbill Ad","Other","","","","","","","No","Yes",
"","3660","38045","10955","14","20.00","05/23/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Arts Spark ","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","Yes",
"","3659","38045","10954","14","20.00","05/23/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Arts Spark ","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","Yes",
"","3658","38045","10953","14","20.00","05/23/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Arts Spark ","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","Yes",
"","3657","38045","10952","14","20.00","05/23/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Arts Spark ","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","Yes",
"","4252","38045","14287","18","500.00","03/28/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Arts Spark ","","","","","Corp Fund Drive-2014-2015","","Playbill Ad","Check","","","","","","","No","Yes",
"","3656","38045","10951","14","20.00","05/23/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Arts Spark ","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","Yes",
"","3651","38036","10946","14","300.00","09/13/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Aubuchon Ace Hardware","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","No",
"","3608","38036","10903","12","500.00","08/08/2011","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Aubuchon Ace Hardware","","","","","Corp Fund Drive-2011-2012","","Playbill Ad","Check","","","","","","","No","No",
"","9116","38036","36002","67","500.00","01/25/2022","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Angela Champine","Aubuchon Ace Hardware","Cambridge","40 E. Main St","NY","12816","Corp Fund Drive-2021-2022","","","Check","","","","","","","No","No",
"","8042","38036","33516","61","100.00","03/10/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Angela Champine","Aubuchon Ace Hardware","Cambridge","40 E. Main St","NY","12816","Corp Fund Drive-2020-2021","","Sponsorship","Credit Card (Neon)","","","","","","","No","No",
"","4250","38036","14285","18","100.00","07/30/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Aubuchon Ace Hardware","","","","","Corp Fund Drive-2014-2015","","Playbill Ad","Check","","","","","","","No","No",
"","4607","39315","16440","6","36.00","08/14/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Elizabeth Call","Ballet Barre Group","","","","","Dance Program","Dance","","Cash","","","","","","","No","Yes",
"","4578","39315","16173","6","18.00","07/31/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Elizabeth Call","Ballet Barre Group","","","","","Dance Program","Dance","","Cash","","","","","","","No","Yes",
"","4579","39315","16174","6","35.00","08/07/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Elizabeth Call","Ballet Barre Group","","","","","Dance Program","Dance","","Cash","","","","","","","No","Yes",
"","4624","39315","16573","6","10.00","08/28/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Elizabeth Call","Ballet Barre Group","","","","","Dance Program","Dance","","Cash","","","","","","","No","Yes",
"","3611","37791","10906","13","300.00","09/21/2012","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Battenkill Books LLC ","","","","","Corp Fund Drive-2012-2013","","Playbill Ad","Check","","","","","","","No","No",
"","10546","37791","40953","112","250.00","05/29/2024","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corporate Fund Drive Playbill 24/25 Season","","Playbill Ad","Check","","","","","","","No","No",
"","7625","37791","31569","56","250.00","06/28/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corp Fund Drive-2019-2020","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","10864","37791","42090","114","250.00","11/06/2024","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corp Fund Drive-2024-2025","","","Check","","","","","","","No","No",
"","8522","37791","34650","61","103.30","12/29/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corp Fund Drive-2020-2021","","Sponsorship","Credit Card (Neon)","","","","","","","No","No",
"","6018","37791","23246","38","250.00","05/10/2017","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corp Fund Drive-2017-2018","","Playbill Ad","Check","","","","","","","No","No",
"","5387","37791","20314","32","250.00","08/19/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main","NY","12816","Corp Fund Drive-2016-2017","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","9066","37791","35929","67","250.00","12/30/2021","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corp Fund Drive-2021-2022","","","Check","","","","","","","No","No",
"","4227","37791","14262","18","500.00","06/18/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Battenkill Books LLC ","","","","","Corp Fund Drive-2014-2015","","Playbill Ad","Check","","","","","","","No","No",
"","6881","37791","27399","51","250.00","05/18/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","9667","37791","37807","99","100.00","12/27/2022","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corp Fund Drive-2022-2023","","","Check","","","","","","","No","No",
"","3610","37791","10905","12","300.00","07/03/2011","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Battenkill Books LLC ","","","","","Corp Fund Drive-2011-2012","","Playbill Ad","Check","","","","","","","No","No",
"","4534","37791","15723","35","31.50","06/23/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corporate Misc.Donation","","Individual","Check","","","","","","","No","No",
"","8091","37791","33612","61","250.00","04/22/2020","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corp Fund Drive-2020-2021","","Sponsorship","Check","","","","","","","No","No",
"","4379","37791","15049","25","400.00","04/22/2015","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Constance Brooks","Battenkill Books LLC ","Cambridge","15 East Main St.","NY","12816","Corp Fund Drive-2015-2016","","Playbill Ad","Check","","","","","","","No","No",
"","3612","37791","10907","14","300.00","07/23/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Battenkill Books LLC ","","","","","Corp Fund Drive-2013-2014","","Playbill Ad","Check","","","","","","","No","No",
"","3897","36526","12431","21","500.00","08/27/2014","Company","DONATION","","","SUCCEEDED","SUCCEEDED","General Contact","Battenkill Chorale","Cambridge","PO Box 402","NY","12816","Riser Fund Drive","Equipment","Corporate/Organization","Check","","","","","","","No","No",
"","2527","36526","7650","9","500.00","01/05/2012","Company","DONATION","","","SUCCEEDED","SUCCEEDED","","Battenkill Chorale","","","","","Annual Fund Drive - 2011-2012","","Corporate/Organization","Check","","","","","","","No","No",
"","4","36526","5008","14","3000.00","07/18/2013","Company","DONATION","","","SUCCEEDED","SUCCEEDED","General Contact","Battenkill Chorale","Cambridge","PO Box 402","NY","12816","Corp Fund Drive-2013-2014","","Corporate/Organization","Check","","","","","","","No","No",
"","9941","36526","38863","99","1000.00","06/16/2023","Company","DONATION","","","SUCCEEDED","SUCCEEDED","Jennifer Braucher","Battenkill Chorale","Cambridge","PO Box 402","NY","12816","Corp Fund Drive-2022-2023","","","Check","","","","","","","No","No",
"","6885","36526","27433","51","450.00","05/25/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","General Contact","Battenkill Chorale","Cambridge","PO Box 402","NY","12816","Corp Fund Drive-2018-2019","Advertising Sponsor","Playbill Ad","Check","","","","","","","No","No",
"","5089","36526","18777","32","450.00","04/05/2016","Company","DONATION","","","SUCCEEDED","SUCCEEDED","General Contact","Battenkill Chorale","Cambridge","PO Box 402","NY","12816","Corp Fund Drive-2016-2017","","Playbill Ad","Check","","","","","","","No","No",
"","6893","36526","27457","54","1000.00","05/31/2018","Company","DONATION","","","SUCCEEDED","SUCCEEDED","General Contact","Battenkill Chorale","Cambridge","PO Box 402","NY","12816","Gala Event Donations","Gala","Gala","Check","","","","","","","No","No",
"","7266","36526","29721","46","560.00","02/08/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","General Contact","Battenkill Chorale","Cambridge","PO Box 402","NY","12816","Misc.Donation/Campus Use","","Individual Campus Use","Check","","","","","","","No","No",
"","7427","36526","30567","46","320.00","05/02/2019","Company","DONATION","","","SUCCEEDED","SUCCEEDED","General Contact","Battenkill Chorale","Cambridge","PO Box 402","NY","12816","Misc.Donation/Campus Use","","Individual Campus Use","Check","","","","","","","No","No",
